File Name	Left Intercept	Right Intercept
images\mono_0000002314.png	169.0	1679.58208632
images\mono_0000002315.png	45.7795753452	1688.48809455
images\mono_0000002316.png	90.0	1561.93733217
images\mono_0000002317.png	nan	1445.65842995
images\mono_0000002318.png	70.0	1606.34029023
images\mono_0000002319.png	nan	1685.65403708
images\mono_0000002320.png	nan	1591.64870542
images\mono_0000002321.png	36.0	1743.3346223
images\mono_0000002322.png	7.19798657718	1498.10632184
images\mono_0000002323.png	-37.9141354258	1401.15216015
images\mono_0000002324.png	-35.3736842105	1704.07937974
images\mono_0000002325.png	85.7137254902	1496.43009057
images\mono_0000002326.png	nan	1716.12387128
images\mono_0000002327.png	74.8139865997	1610.76902995
images\mono_0000002328.png	72.4542646487	1614.95656357
images\mono_0000002329.png	83.1708572797	1679.92846846
images\mono_0000002330.png	61.4666546503	1676.68980627
images\mono_0000002331.png	68.5878065828	1715.06160536
images\mono_0000002332.png	nan	1722.18661393
images\mono_0000002333.png	81.9093231162	1857.21985123
images\mono_0000002334.png	-77.6666666667	1704.94528386
images\mono_0000002335.png	65.3333333333	1723.25101111
images\mono_0000002336.png	12.5550668405	1683.32986372
images\mono_0000002337.png	50.915726817	1700.93269002
images\mono_0000002338.png	61.4444444444	1710.89556866
images\mono_0000002339.png	-85.9791666667	1623.08964871
images\mono_0000002340.png	nan	1627.55463304
images\mono_0000002341.png	129.0	1651.43382077
images\mono_0000002342.png	120.147257634	1712.39954819
images\mono_0000002343.png	149.518468752	1507.51786052
images\mono_0000002344.png	69.4444444444	1785.11426809
images\mono_0000002345.png	nan	1700.54862045
images\mono_0000002346.png	nan	1700.33056449
images\mono_0000002347.png	113.0	1713.07604616
images\mono_0000002348.png	nan	1711.86427453
images\mono_0000002349.png	147.0	1670.98942365
images\mono_0000002350.png	nan	1758.13333333
images\mono_0000002351.png	nan	1753.73757467
images\mono_0000002352.png	nan	1688.9961285
images\mono_0000002353.png	nan	1674.64633352
images\mono_0000002354.png	60.1750350631	1627.74669838
images\mono_0000002355.png	nan	1663.23191682
images\mono_0000002356.png	-85.4650403381	1628.24324324
images\mono_0000002357.png	nan	1630.453236
images\mono_0000002358.png	nan	1553.22663584
images\mono_0000002359.png	46.0	1570.08118155
images\mono_0000002360.png	nan	1577.73371932
images\mono_0000002361.png	-220.681659192	1696.37647059
images\mono_0000002362.png	-235.268292683	1476.44402673
images\mono_0000002363.png	nan	1537.03955882
images\mono_0000002364.png	69.0	1708.85964912
images\mono_0000002365.png	55.0	1719.0
images\mono_0000002366.png	36.0	1441.06875
images\mono_0000002367.png	nan	1571.73684211
images\mono_0000002368.png	-33.3666666667	1429.04242424
images\mono_0000002369.png	21.2798208839	1478.96945107
images\mono_0000002370.png	nan	1468.32956046
images\mono_0000002371.png	53.0	1440.17448342
images\mono_0000002372.png	-65.8546181359	1421.0
images\mono_0000002373.png	nan	nan
images\mono_0000002374.png	88.0	1429.94065041
images\mono_0000002375.png	58.075	1480.40911928
